title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url
Swissnyf: tool grounded llm agents for black box setting,SS Kumar; D Jain; E Agarwal; R Pandey,2024,arXiv preprint arXiv:2402.10051,", such as program synthesis. Therefore, we harness the program synthesis capabilities of   We introduce TOPGUN, an ingeniously crafted approach leveraging program synthesis for",https://arxiv.org/abs/2402.10051,https://arxiv.org/pdf/2402.10051,2,"/scholar?cites=1257695696370183373&as_sdt=5,33&sciodt=0,33&hl=en"
Demystifying rce vulnerabilities in llm-integrated apps,T Liu; Z Deng; G Meng; Y Li; K Chen,2024,Proceedings of the 2024 on ACM …,"Frameworks like LangChain aid LLMintegrated app development, offering code execution   duce Remote Code Execution (RCE) vulnerabilities, enabling remote code execution through",https://dl.acm.org/doi/abs/10.1145/3658644.3690338,https://dl.acm.org/doi/pdf/10.1145/3658644.3690338,71,"/scholar?cites=5746620869518734113&as_sdt=5,33&sciodt=0,33&hl=en"
Empirical research on utilizing LLM-based agents for automated bug fixing via LangGraph,J Wang; Z Duan,2025,arXiv preprint arXiv:2502.18465,"GLM-4-Flash, a large language model, leverages its advanced capabilities in natural   descriptions into executable code; (2) Code Execution, which validates the code by identifying run",https://arxiv.org/abs/2502.18465,https://arxiv.org/pdf/2502.18465,7,"/scholar?cites=5801132500017530360&as_sdt=5,33&sciodt=0,33&hl=en"
Program-aided reasoners (better) know what they know,A Kabra; S Rangreji; Y Mathur; A Madaan,2024,Proceedings of the …,"Our 014 results indicate that PAL leads to improved cal- 015 ibration in 75% of the instances  scaling and find that for certain 021 temperatures, PAL is not only more accurate 022 but is",https://aclanthology.org/2024.naacl-long.125/,https://aclanthology.org/2024.naacl-long.125.pdf,10,"/scholar?cites=522586037402249464&as_sdt=5,33&sciodt=0,33&hl=en"
Maslab: A unified and comprehensive codebase for llm-based multi-agent systems,R Ye; K Huang; Q Wu; Y Cai; T Jin; X Pang,2025,arXiv preprint arXiv …,"This includes aligning LLM settings (eg, maximum token limits) and tool parameters (eg,  timeout durations for code execution). Such uniformity eliminates confounding factors",https://arxiv.org/abs/2505.16988,https://arxiv.org/pdf/2505.16988,8,"/scholar?cites=564684449358018712&as_sdt=5,33&sciodt=0,33&hl=en"
Demystifying Errors in LLM Reasoning Traces: An Empirical Study of Code Execution Simulation,M Abdollahi; KR Tasnia; SK Saha; J Yang,2025,arXiv preprint arXiv …,"affects LLM reasoning performance. In Section 5.2, we investigate whether a tooargumented  approach can improve LLM reasoning performance in inferring code execution results.",https://arxiv.org/abs/2512.00215,https://arxiv.org/pdf/2512.00215,0,
Genesys: A Novel Evolutionary Program Synthesis Tool with Continuous Optimization,S Mandal; T Anderson; J Turek; J Gottschlich,2026,ACM Transactions on …,"Comparison with LLM model. In this study, we conduct  Large Language Model (LLM)  represented by the GPT-4 assistant created by OpenAI. We wanted to create a program synthesis",https://dl.acm.org/doi/abs/10.1145/3776736,https://dl.acm.org/doi/full/10.1145/3776736,1,"/scholar?cites=283767551423530723&as_sdt=5,33&sciodt=0,33&hl=en"
Beyond synthetic benchmarks: assessing recent LLMs for code generation,AR Oskooei; MS Babacan; E Yağcı,2024,The 14th international …,"This work proposes a novel approach to LLM evaluation in code  We assess recent LLM  models using informal natural  However, the surge in interest for program synthesis using LLMs",https://www.researchgate.net/profile/Amirkia-Rafiei-Oskooei/publication/386373130_Beyond_Synthetic_Benchmarks_Assessing_Recent_LLMs_for_Code_Generation/links/674f03bef309a268c0220af8/Beyond-Synthetic-Benchmarks-Assessing-Recent-LLMs-for-Code-Generation.pdf,https://www.researchgate.net/profile/Amirkia-Rafiei-Oskooei/publication/386373130_Beyond_Synthetic_Benchmarks_Assessing_Recent_LLMs_for_Code_Generation/links/674f03bef309a268c0220af8/Beyond-Synthetic-Benchmarks-Assessing-Recent-LLMs-for-Code-Generation.pdf,8,"/scholar?cites=3826970185592818790&as_sdt=5,33&sciodt=0,33&hl=en"
Llm as runtime error handler: A promising pathway to adaptive self-healing of software systems,Z Sun; H Zhu; B Xu; X Du; L Li; D Lo,2024,arXiv preprint arXiv:2408.01055,code with the help of its internal LLM and the code will be  code execution (less than 1 ms  per program) and an acceptable overload for error handling (less than 4 seconds for the LLM,https://arxiv.org/abs/2408.01055,https://arxiv.org/pdf/2408.01055,9,"/scholar?cites=3792952611555130261&as_sdt=5,33&sciodt=0,33&hl=en"
Pybench: Evaluating llm agent on various real-world coding tasks,Y Zhang; Y Pan; Y Wang; J Cai,2024,arXiv preprint arXiv:2407.16732,"feedback on code execution results or error traceback messages, which should be fully  leveraged by the LLM Agent. There are several existing datasets aiming to enhance LLM’s ability",https://arxiv.org/abs/2407.16732,https://arxiv.org/pdf/2407.16732,24,"/scholar?cites=8940510653111050978&as_sdt=5,33&sciodt=0,33&hl=en"
Codeprm: Execution feedback-enhanced process reward model for code generation,Q Li; X Dai; X Li; W Zhang; Y Wang,2025,Findings of the …,", a novel approach that leverages the code execution feedback to build a code PRM.  LLM  to explore different thoughts and strategies for solving a code problem. The generator LLM is",https://aclanthology.org/2025.findings-acl.428/,https://aclanthology.org/2025.findings-acl.428.pdf,16,"/scholar?cites=5132790435409226726&as_sdt=5,33&sciodt=0,33&hl=en"
From Explainability to Interpretability: A Case Study on Game AI Using Program Synthesis,M Eberhardinger,2025,Proceedings of the AAAI Conference on Artificial …,"The framework is based on a hill-climbing algorithm where an LLM is used for mutation of  programs as well as generating the initial program. For this, we integrated five different LLM",https://ojs.aaai.org/index.php/AIIDE/article/view/36849,https://ojs.aaai.org/index.php/AIIDE/article/download/36849/38987,0,
"Livebench: A challenging, contamination-free llm benchmark",C White; S Dooley; M Roberts; A Pal; B Feuer,2024,arXiv preprint arXiv …,"If the LLM has seen the questions of a benchmark during  47], hence making many LLM  benchmarks unreliable. Recent  Codeforces plummet after the training cutoff date of the LLM [28",https://livebench.ai/livebench.pdf,https://livebench.ai/livebench.pdf,244,"/scholar?cites=15196254264312880947&as_sdt=5,33&sciodt=0,33&hl=en"
"AI-powered, but power-hungry? Energy efficiency of LLM-generated code",L Solovyeva; S Weidmann,2025,2025 IEEE/ACM Second …,"Studying the performance of LLM-produced programs is  the energy efficiency and performance  of LLM-generated code for  Also, LLM-generated code sometimes surpasses an efficient",https://ieeexplore.ieee.org/abstract/document/11052793/,https://arxiv.org/pdf/2502.02412,16,"/scholar?cites=3672427353556827326&as_sdt=5,33&sciodt=0,33&hl=en"
"From llms to llm-based agents for software engineering: A survey of current, challenges and future",H Jin; L Huang; H Cai; J Yan; B Li; H Chen,2024,arXiv preprint arXiv …,We review and differentiate the work of LLMs and LLM-based  on pushing the boundaries  of LLM-based agents in software  INCODER model which capable of both program synthesis,https://arxiv.org/abs/2408.02479,https://arxiv.org/pdf/2408.02479,237,"/scholar?cites=18228541973918888018&as_sdt=5,33&sciodt=0,33&hl=en"
Executable code actions elicit better llm agents,X Wang; Y Chen; L Yuan; Y Zhang; Y Li,2024,Forty-first International …,This work proposes to use executable Python code to consolidate LLM agents’ actions into  a  interpreter for code execution allows automated error messages that help the LLM agent ‘,https://openreview.net/forum?id=jJ9BoXAfFa&trk=publi,https://openreview.net/pdf?id=jJ9BoXAfFa,463,"/scholar?cites=14417798504674200556&as_sdt=5,33&sciodt=0,33&hl=en"
Human-like code quality evaluation through llm-based recursive semantic comprehension,F Xu; S Zhang; Z Xing; X Zhang; Y Han,2024,arXiv preprint arXiv …,"We evaluate HuCoSC from two aspects: its correlation with human experts and its correlation  with code execution. For the former, we selected 200 problems from the CodeNet dataset [",https://arxiv.org/abs/2412.00314,https://arxiv.org/pdf/2412.00314,3,"/scholar?cites=376332335380835725&as_sdt=5,33&sciodt=0,33&hl=en"
Clarifygpt: A framework for enhancing llm-based code generation via requirements clarification,F Mu; L Shi; S Wang; Z Yu; B Zhang; CX Wang,2024,Proceedings of the …,"LLM generates numerous code solutions with di erent functionalities, it signi es that the  requirement can lead to the LLM  First, we feed a given requirement into an LLM to sample code",https://dl.acm.org/doi/abs/10.1145/3660810,https://dl.acm.org/doi/full/10.1145/3660810,117,"/scholar?cites=12318670992004850484&as_sdt=5,33&sciodt=0,33&hl=en"
Steering large language models between code execution and textual reasoning,Y Chen; H Jhamtani; S Sharma; C Fan,2024,arXiv preprint arXiv …,We also discover that results from LLM written code are not  three methods to better steer  LLM code/text generation and  We believe the problem of steering LLM code/text generation,https://arxiv.org/abs/2410.03524,https://arxiv.org/pdf/2410.03524?,26,"/scholar?cites=17769006082747120776&as_sdt=5,33&sciodt=0,33&hl=en"
LLM Driven Smart Assistant for Data Mapping,; S Mitra; R Medicherla; R Naik; S Pal,2025,2025 IEEE/ACM 47th …,"Additionally, we describe the key drivers that motivated us to move toward an LLM-based   As a post-processing step, we eliminate those transformations in which the LLM introduces",https://ieeexplore.ieee.org/abstract/document/11121739/,,2,"/scholar?cites=1643376366580163503&as_sdt=5,33&sciodt=0,33&hl=en"
Statically contextualizing large language models with typed holes,A Blinn; X Li; JH Kim; C Omar,2024,… of the ACM on Programming Languages,") have reshaped the landscape of program synthesis. However, contemporary LLM-based  code  In particular, we integrate LLM code generation into the Hazel live program sketching",https://dl.acm.org/doi/abs/10.1145/3689728,https://dl.acm.org/doi/full/10.1145/3689728,16,"/scholar?cites=9884088194598759068&as_sdt=5,33&sciodt=0,33&hl=en"
Accelerating Sparse Algebra with Program Synthesis,JW de Souza Magalhães; S Hashemian,2026,Proceedings of the 35th …,code to both libraries and DSLs using a large language model (LLM) and program synthesis.  It avoids the problem of hallucination by asking the LLM for a high-level classification of,https://dl.acm.org/doi/abs/10.1145/3771775.3786281,https://dl.acm.org/doi/pdf/10.1145/3771775.3786281,0,
Explainable automated debugging via large language model-driven scientific debugging,S Kang; B Chen; S Yoo; JG Lou,2025,Empirical Software Engineering,"As the document is in Markdown format, the Experiment script is wrapped in backticks (‵);  this script is extracted from the LLM output to get concrete code execution results in the next",https://link.springer.com/article/10.1007/s10664-024-10594-x,https://link.springer.com/article/10.1007/s10664-024-10594-x,114,"/scholar?cites=16496117783634841592&as_sdt=5,33&sciodt=0,33&hl=en"
{QiMeng-Xpiler}: Transcompiling Tensor Programs for Deep Learning Systems with a {Neural-Symbolic} Approach,S Dong; J Bi; D Huang; J Guo; J Xu; R Xu,2025,… USENIX Symposium on …,"The transcompiler consists of two parts: (a) neural-symbolic program synthesis, which utilizes  LLM to transform code and repair incorrect transformation through symbolic synthesis with",https://www.usenix.org/conference/osdi25/presentation/dong,https://www.usenix.org/system/files/osdi25-dong.pdf,7,"/scholar?cites=3934562518314508077&as_sdt=5,33&sciodt=0,33&hl=en"
Scalemcp: Dynamic and auto-synchronizing model context protocol tools for llm agents,E Lumer; A Gulati; VK Subbiah; PH Basavaraju,2025,… Joint Conference on …,"tool selection before the LLM agent is invoked,  selection approach that dynamically  equips LLM agents with a MCP  MCP servers, across 10 LLM models, 5 embedding models,",https://link.springer.com/chapter/10.1007/978-3-032-15632-7_2,https://arxiv.org/pdf/2505.06416?,27,"/scholar?cites=2722556613693685568&as_sdt=5,33&sciodt=0,33&hl=en"
How novices use LLM-based code generators to solve CS1 coding tasks in a self-paced learning environment,M Kazemitabaar; X Hou; A Henley; BJ Ericson,2023,Proceedings of the 23rd …,"We explore several important questions related to how learners used LLM-based AI code  generators, and provide an analysis of the properties of the written prompts and the resulting",https://dl.acm.org/doi/abs/10.1145/3631802.3631806,https://dl.acm.org/doi/fullHtml/10.1145/3631802.3631806,223,"/scholar?cites=299985846456030759&as_sdt=5,33&sciodt=0,33&hl=en"
Reasoning runtime behavior of a program with llm: How far are we?,J Chen; Z Pan; X Hu; Z Li; G Li,2025,2025 IEEE/ACM 47th …,"1) Code Execution Behavior: We refer to code execution behavior as the additional information   Runtime Information is the intermediate state during code execution. For instance, we are",https://ieeexplore.ieee.org/abstract/document/11029885/,https://arxiv.org/pdf/2403.16437?,61,"/scholar?cites=5447516794665532399&as_sdt=5,33&sciodt=0,33&hl=en"
Beyond code generation: Assessing code llm maturity with postconditions,F He; J Zhai; M Pan,2024,arXiv preprint arXiv:2407.14118,"of a code LLM. In this paper, we propose a code LLM maturity model, based on the  postcondition generation problem, to access a more complete set of code LLM capabilities. We",https://arxiv.org/abs/2407.14118,https://arxiv.org/pdf/2407.14118,11,"/scholar?cites=3582826553786234331&as_sdt=5,33&sciodt=0,33&hl=en"
"Livebench: A challenging, contamination-limited llm benchmark",C White; S Dooley; M Roberts; A Pal; B Feuer,2024,arXiv preprint arXiv …,"LLM evaluation and can quickly render benchmarks obsolete. To mitigate this, many recent  benchmarks crowdsource new prompts and evaluations from human or LLM  of LLM judging",https://arxiv.org/abs/2406.19314,https://arxiv.org/pdf/2406.19314,66,"/scholar?cites=2065583537068924053&as_sdt=5,33&sciodt=0,33&hl=en"
Next: Teaching large language models to reason about code execution,A Ni; M Allamanis; A Cohan; Y Deng; K Shi,2024,arXiv preprint arXiv …,"Specifically, given a rationale 𝑟, we prompt a smaller LLM to solve the original repair task  conditioning on 𝑟, and use the correctness of the predicted code fix (using greedy decoding)",https://arxiv.org/abs/2404.14662,https://arxiv.org/pdf/2404.14662?,77,"/scholar?cites=18097303260139004775&as_sdt=5,33&sciodt=0,33&hl=en"
Codepde: An inference framework for llm-driven pde solver generation,S Li; T Marwah; J Shen; W Sun; A Risteski,2025,arXiv preprint arXiv …,", CodePDE unlocks critical capacities of LLM for PDE solving:  We also present a systematic  empirical analysis of LLM  The detailed average code execution time for each LLM on",https://arxiv.org/abs/2505.08783,https://arxiv.org/pdf/2505.08783?,14,"/scholar?cites=3952939718569841858&as_sdt=5,33&sciodt=0,33&hl=en"
De-hallucinator: Iterative grounding for llm-based code completion,A Eghbali; M Pradel,2024,arXiv preprint arXiv:2401.01701,"This paper presents De-Hallucinator, an LLM-based code  by the rapid adoption of LLM-based  code completion tools,  is the prompt, ie, the input given to the LLM. State-of-the-art LLMs",https://jespereggers.com/wp-content/uploads/2024/10/De-Hallucinator-Iterative-Grounding-for-LLM-Based-Code-1.pdf,https://jespereggers.com/wp-content/uploads/2024/10/De-Hallucinator-Iterative-Grounding-for-LLM-Based-Code-1.pdf,35,"/scholar?cites=909688515627380167&as_sdt=5,33&sciodt=0,33&hl=en"
A domain-specific next-generation large language model (LLM) or ChatGPT is required for biomedical engineering and research,S Pal; M Bhattacharya; SS Lee,2024,Annals of biomedical …,"next-generation, large language model (LLM) for biomedical  -generation, large language  model (LLM) might transform  effect by launching one large language model (LLM) ChatGPT in",https://link.springer.com/article/10.1007/s10439-023-03306-x,,130,"/scholar?cites=103660060820444628&as_sdt=5,33&sciodt=0,33&hl=en"
Clarifygpt: Empowering llm-based code generation with intention clarification,F Mu; L Shi; S Wang; Z Yu; B Zhang; C Wang,2023,arXiv preprint arXiv …,"First, we feed a given requirement into an LLM to sample 𝑛 code solutions. Then, these code   Codegen: An open large language model for code with multi-turn program synthesis. arXiv",https://arxiv.org/abs/2310.10996,https://arxiv.org/pdf/2310.10996,74,"/scholar?cites=10588468053142252760&as_sdt=5,33&sciodt=0,33&hl=en"
"Large language model agent: A survey on methodology, applications and challenges",J Luo; W Zhang; Y Yuan; Y Zhao; J Yang; Y Gu,2025,arXiv preprint arXiv …,can help LLM agents with complex code execution or computational tasks. AutoCoder [159]  designs a dataset with the interaction with coding execution results to facilitate,https://arxiv.org/abs/2503.21460,https://arxiv.org/pdf/2503.21460?,140,"/scholar?cites=2553384233263415865&as_sdt=5,33&sciodt=0,33&hl=en"
From selection to generation: A survey of llm-based active learning,; TH Huang; Z Wang; P Mathur; S Pal,2025,Proceedings of the …,", we present a comprehensive survey on LLM-based Active Learning.  We further examine  the impact of AL on LLM learning  gain an intuitive understanding of LLM-based AL techniques",https://aclanthology.org/2025.acl-long.708/,https://aclanthology.org/2025.acl-long.708.pdf,21,"/scholar?cites=169734760510958297&as_sdt=5,33&sciodt=0,33&hl=en"
"Repairagent: An autonomous, llm-based agent for program repair",I Bouzenia; P Devanbu; M Pradel,2025,2025 IEEE/ACM 47th …,"We contribute a novel prompt format that guides the LLM through the bug repair process,   LLM-based agents, by which we mean LLM-based techniques with two properties: (1) The LLM",https://ieeexplore.ieee.org/abstract/document/11029914/,https://arxiv.org/pdf/2403.17134?,308,"/scholar?cites=15142625290678404182&as_sdt=5,33&sciodt=0,33&hl=en"
Trust but Verify: Reliable VLM evaluation in-the-wild with program synthesis,VU Prabhu; S Purushwalkam; J Zhang; A Yan,NA,… on Responsibly Building …,"To construct PROVE, we provide a large language model (LLM) with a high-fidelity scene-graph  representation constructed from a hyper-detailed image caption, and prompt it to",https://openreview.net/forum?id=P9hTkOJ1wW,https://openreview.net/pdf?id=P9hTkOJ1wW,0,
Fine-tuning large language models for answering programming questions with code snippets,V Lomshakov; S Kovalchuk; M Omelchenko,2023,International Conference …,"We study the ability of pretrained large language models (LLM be improved by fine-tuning  the LLM for the downstream task,  Program synthesis focuses on correctly implementing some",https://link.springer.com/chapter/10.1007/978-3-031-36021-3_15,https://www.iccs-meeting.org/archive/iccs2023/papers/140740161.pdf,11,"/scholar?cites=1115818971472332538&as_sdt=5,33&sciodt=0,33&hl=en"
Cwm: An open-weights llm for research on code generation with world models,J Copet; Q Carbonneaux; G Cohen; J Gehring,2025,arXiv preprint arXiv …,"Python code execution in natural language rather than our strict JSON-like format from before.  Natural language explanations of code execution are closer in domain to other LLM tasks,",https://arxiv.org/abs/2510.02387,https://arxiv.org/pdf/2510.02387?,17,"/scholar?cites=11806349441493146734&as_sdt=5,33&sciodt=0,33&hl=en"
Empowering multi-step reasoning across languages via program-aided language models,L Ranaldi; G Pucci; B Haddow,2024,Proceedings of the 2024 …,Cross-PAL (SCrossPAL) to ensemble different reasoning paths across languages. Our  experimental evaluations show that Cross-PAL  Figure 1: Cross-PAL elicits the LLM to generate,https://aclanthology.org/2024.emnlp-main.678/,https://aclanthology.org/2024.emnlp-main.678.pdf,21,"/scholar?cites=17732686540280205657&as_sdt=5,33&sciodt=0,33&hl=en"
Kgent: Kernel extensions large language model agent,Y Zheng; Y Yang; M Chen; A Quinn,2024,Proceedings of the ACM SIGCOMM …,"LLM-based program synthesis and comprehension. Additionally, we produce datasets valuable  for building and evaluating Kgent and future eBPF program synthesis  program synthesis",https://dl.acm.org/doi/abs/10.1145/3672197.3673434,https://dl.acm.org/doi/pdf/10.1145/3672197.3673434,13,"/scholar?cites=11429535671331394098&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model guided self-debugging code generation,M Adnan; Z Xu; CCN Kuhn,2025,arXiv preprint arXiv:2502.02928,LLM calls for signature inference. The example call detector ensures the safety of code  execution by  This automatic detection replaces a dedicated LLM agent to check code execution,https://arxiv.org/abs/2502.02928,https://arxiv.org/pdf/2502.02928,9,"/scholar?cites=3521776797301081822&as_sdt=5,33&sciodt=0,33&hl=en"
Debug like a human: A large language model debugger via verifying runtime execution step by step,L Zhong; Z Wang; J Shang,2024,Findings of the Association for …,"LLM for verdicts on the correctness of the blocks in the relation to the task description (Step  3). Regeneration (§ 2.4): Finally, the LLM  LDB, a large language model debugger that refines",https://aclanthology.org/2024.findings-acl.49/,https://aclanthology.org/2024.findings-acl.49.pdf,214,"/scholar?cites=18041664338020306082&as_sdt=5,33&sciodt=0,33&hl=en"
Are LLMs Ready for Practical Adoption for Assertion Generation?,; D Nandal; S Dan; D Pal,2025,"2025 Design, Automation …","evaluate the fit of different state-of-the-art (SOTA) LLM models for generating a succinct and  correct  we develop AssertionLLM, a fine-tuned LLM model that can automatically generate",https://ieeexplore.ieee.org/abstract/document/10992817/,https://arxiv.org/pdf/2502.20633,6,"/scholar?cites=3863242970543655643&as_sdt=5,33&sciodt=0,33&hl=en"
On hardware security bug code fixes by prompting large language models,B Ahmad; S Thakur; B Tan; R Karri,2024,IEEE Transactions on …,"templates, we propose that an LLM trained on code and natural  LLM can help to find a fix.  Our contributions are as follows:  It is an autoregressive LLM for program synthesis trained",https://ieeexplore.ieee.org/abstract/document/10462177/,https://drive.google.com/file/d/1GXAjaM_QqHYPos-BuJjdu9IrLcjlO-zL/view,99,"/scholar?cites=2859550890911746933&as_sdt=5,33&sciodt=0,33&hl=en"
Metamorphic malware evolution: The potential and peril of large language models,P Madani,2023,2023 5th IEEE International Conference on Trust …,-malicious computer program synthesis using Transformers  just the potential of a specific  LLM to generate a syntactically  the code mutation capability of a LLM-based model: for each,https://ieeexplore.ieee.org/abstract/document/10431609/,https://arxiv.org/pdf/2410.23894?,22,"/scholar?cites=4494566042899708167&as_sdt=5,33&sciodt=0,33&hl=en"
An empirical study on llm-based agents for automated bug fixing,X Meng; Z Ma; P Gao; C Peng,2024,arXiv preprint arXiv:2411.10213,Large language models (LLMs) and LLM-based Agents have  optimization is needed in  both the LLM itself and the design of  for code with multi-turn program synthesis. arXiv preprint,https://arxiv.org/abs/2411.10213,https://arxiv.org/pdf/2411.10213?,24,"/scholar?cites=10299644110880997807&as_sdt=5,33&sciodt=0,33&hl=en"
Beyond react: A planner-centric framework for complex tool-augmented llm reasoning,X Wei; Y Dong; X Wang; X Zhang; Z Zhao,2026,Proceedings of the …,"• Workflow Generation: We initiate the process by leveraging a powerful LLM-DeepSeek-V3,  to author a large set of workflows. For each workflow, the model is provided with a subset of",https://ojs.aaai.org/index.php/AAAI/article/view/40676,https://ojs.aaai.org/index.php/AAAI/article/view/40676/44637,7,"/scholar?cites=16275696610511684019&as_sdt=5,33&sciodt=0,33&hl=en"
Codecor: An llm-based self-reflective multi-agent framework for code generation,R Pan; H Zhang; C Liu,2025,arXiv preprint arXiv:2501.07811,"Xiong, “Codegen: An open large language model for code with multi-turn program synthesis,”  arXiv preprint arXiv:2203.13474, 2022. [34] ea OpenAI, “Gpt-4 technical report,” 2024. [",https://arxiv.org/abs/2501.07811,https://arxiv.org/pdf/2501.07811,31,"/scholar?cites=7638389332084483509&as_sdt=5,33&sciodt=0,33&hl=en"
Are they all good? Evaluating the quality of COTS in LLM-based code generation,B Zhang; L Zhang; Z Luo; Y Du; F Liu; S Wang,2025,arXiv preprint arXiv …,"This fundamental question opens a critical line of inquiry, prompting researchers to investigate  the true causal mechanisms of LLMbased program synthesis and develop new methods",https://arxiv.org/abs/2507.06980,https://arxiv.org/pdf/2507.06980,5,"/scholar?cites=15892403555364179080&as_sdt=5,33&sciodt=0,33&hl=en"
Assessing Coherency and Consistency of Code Execution Reasoning by Large Language Models,C Liu; Y Chen; R Jabbarvand,2025,arXiv preprint arXiv:2510.15079,"Similarly, an LLM cannot claim victory on code execution reasoning until it can simulate  all execution paths correctly. CES introduces the spectrum of reasoning consistency,",https://arxiv.org/abs/2510.15079,https://arxiv.org/pdf/2510.15079,0,
Adacoder: An adaptive planning and multi-agent framework for function-level code generation,Y Zhu; C Liu; X He; X Ren; Z Liu,2025,IEEE Transactions on …,"agent framework consists of Large Language Model (LLM)-based  planning, which uses an  LLM-based coding agent and a  Identifying cases that hinder code execution and beyond LLM",https://ieeexplore.ieee.org/abstract/document/11298487/,https://arxiv.org/pdf/2504.04220,7,"/scholar?cites=8905746324463680329&as_sdt=5,33&sciodt=0,33&hl=en"
OptiML: An End-to-End Framework for Program Synthesis and CUDA Kernel Optimization,A Bhattacharjee; H Ping; SV Le; P Bogdan,2026,arXiv preprint arXiv …,"an end-to-end framework for LLMdriven CUDA kernel  LLM-as-a-Judge). Across a diverse  CUDA kernel suite on A100, OptiML consistently improves end-to-end runtime over strong LLM",https://arxiv.org/abs/2602.12305,https://arxiv.org/pdf/2602.12305,0,
Large language model to multimodal large language model: A journey to shape the biological macromolecules to biological sciences and medicine,M Bhattacharya; S Pal; S Chatterjee; SS Lee,2024,… Therapy Nucleic Acids,"or LLM is increasing from medical science to diversified areas. Recently, the multimodal  LLM (MLLM) has also become popular. Therefore, we comprehensively illustrate the LLM and",https://www.cell.com/molecular-therapy-family/nucleic-acids/fulltext/S2162-2531(24)00142-2,https://www.cell.com/molecular-therapy-family/nucleic-acids/fulltext/S2162-2531(24)00142-2,47,"/scholar?cites=15265674595519577158&as_sdt=5,33&sciodt=0,33&hl=en"
Parsel🐍: Algorithmic Reasoning with Language Models by Composing Decompositions,E Zelikman; Q Huang; G Poesia,2023,Advances in …,"reasoning, including program synthesis and robotic planning. We  We also find that  LLM-generated robotic plans using Parsel  Lastly, we explore how Parsel addresses LLM",https://proceedings.neurips.cc/paper_files/paper/2023/hash/6445dd88ebb9a6a3afa0b126ad87fe41-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/6445dd88ebb9a6a3afa0b126ad87fe41-Paper-Conference.pdf,79,"/scholar?cites=5668483125178056605&as_sdt=5,33&sciodt=0,33&hl=en"
Machine Learning Copilot Agent: An Llm-Guided Workflow for Prognostic Gene Discovery,V Patel; A Pal; S Roy; A Patel,NA,Available at SSRN 5343855,"parameterized prompt, uses the LLM to generate task-specific  Copilot Agent—a large  language model (LLM)-powered  Ultimately, this case study demonstrates how LLM-powered",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5343855,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5343855,0,
ChatGPT or LLM in next-generation drug discovery and development: pharmaceutical and biotechnology companies can make use of the artificial intelligence-based …,S Pal; M Bhattacharya; MA Islam,2023,International Journal of …,"large language models (LLM) are helping scientists  LLM can be used in the different steps  of drug discoveries. In this direction, we illustrate the possible contribution of ChatGPT or LLM",https://journals.lww.com/international-journal-of-surgery/fulltext/2023/12000/chatgpt_or_llm_in_next_generation_drug_discovery.78.aspx,https://journals.lww.com/international-journal-of-surgery/fulltext/2023/12000/chatgpt_or_llm_in_next_generation_drug_discovery.78.aspx,55,"/scholar?cites=18389366283902449445&as_sdt=5,33&sciodt=0,33&hl=en"
The evolution and impact of large language model systems: A comprehensive analysis,S Jana; R Biswas; K Pal; S Biswas; K Roy,2024,Alochana Journal,"benefited greatly from Large Language Model (LLM) systems.  present a thorough analysis  of LLM systems, covering their  on the profound impact of LLM systems on society through a",https://alochana.org/wp-content/uploads/10-AJ2169.pdf,https://alochana.org/wp-content/uploads/10-AJ2169.pdf,62,"/scholar?cites=4249033652059307800&as_sdt=5,33&sciodt=0,33&hl=en"
Llm unlearning reveals a stronger-than-expected coreset effect in current benchmarks,S Pal; C Wang; J Diffenderfer; B Kailkhura,2025,arXiv preprint arXiv …,"Large language model (LLM) unlearning has become a  Significant recent efforts have  been dedicated to developing LLM  Specifically, we find that LLM unlearning achieved with the",https://arxiv.org/abs/2504.10185,https://arxiv.org/pdf/2504.10185?,10,"/scholar?cites=4615273103164973856&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model based multi-agent system augmented complex event processing pipeline for internet of multimedia things,T Zeeshan; A Kumar; S Pirttikangas,2025,arXiv preprint arXiv …,"This paper presents the development and evaluation of a Large Language Model (LLM), also   LLM capabilities and does not require human input. It can receive code execution results",https://arxiv.org/abs/2501.00906,https://arxiv.org/pdf/2501.00906?,16,"/scholar?cites=350948294101823332&as_sdt=5,33&sciodt=0,33&hl=en"
A multi-expert large language model architecture for verilog code generation,B Nadimi; H Zheng,2024,2024 IEEE LLM Aided Design Workshop …,"Lately, several researchers have investigated using current LLM  In our study, we introduce  a new LLM architecture that  The proposed multi-expert LLM architecture is depicted in Fig",https://ieeexplore.ieee.org/abstract/document/10691683/,https://arxiv.org/pdf/2404.08029,46,"/scholar?cites=16459364155650636626&as_sdt=5,33&sciodt=0,33&hl=en"
