title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url,Cleaned Title,Original Abstract,Abstract DOI,Abstract Source,Abstract Status
Aios compiler: Llm as interpreter for natural language programming and flow programming of ai agents,S Xu; Z Li; K Mei; Y Zhang,2024,arXiv preprint arXiv:2405.06907,"To mitigate these limitations, we enable the LLM to utilize external tools to solve the  problems [13, 41, 29, 1]. Finally, when executing the natural language program, incorrectly",https://arxiv.org/abs/2405.06907,https://arxiv.org/pdf/2405.06907,27,"/scholar?cites=1019514914180289622&as_sdt=5,33&sciodt=0,33&hl=en",Aios compiler: Llm as interpreter for natural language programming and flow programming of ai agents,"Since their inception, programming languages have trended towards greater readability and lower barriers for programmers. Following this trend, natural language can be a promising type of programming language that provides great flexibility and usability and helps towards the democracy of programming. However, the inherent vagueness, ambiguity, and verbosity of natural language pose significant challenges in developing an interpreter that can accurately understand the programming logic and execute instructions written in natural language. Fortunately, recent advancements in Large Language Models (LLMs) have demonstrated remarkable proficiency in interpreting complex natural language. Inspired by this, we develop a novel system for Code Representation and Execution (CoRE), which employs LLM as interpreter to interpret and execute natural language instructions. The proposed system unifies natural language programming, pseudo-code programming, and flow programming under the same representation for constructing language agents, while LLM serves as the interpreter to interpret and execute the agent programs. In this paper, we begin with defining the programming syntax that structures natural language instructions logically. During the execution, we incorporate external memory to minimize redundancy. Furthermore, we equip the designed interpreter with the capability to invoke external tools, compensating for the limitations of LLM in specialized domains or when accessing real-time information. This work is open-source at https://github.com/agiresearch/CoRE, https://github.com/agiresearch/OpenAGI, and https://github.com/agiresearch/AIOS.",10.48550/arXiv.2405.06907,SemanticScholar,found
Llm agents can autonomously hack websites,R Fang; R Bindu; A Gupta; Q Zhan,2024,arXiv preprint arXiv …,"LLM agents to hack websites, we use the features of LLM agents described in the section  above: function calling enable the LLM agents to interface with websites, we allow the agents to",https://ai.radensa.ru/wp-content/uploads/2024/02/2402.06664v1.pdf,https://ai.radensa.ru/wp-content/uploads/2024/02/2402.06664v1.pdf,144,"/scholar?cites=1977645452665096847&as_sdt=5,33&sciodt=0,33&hl=en",Llm agents can autonomously hack websites,,,,skipped
Screenagent: A vision language model-driven computer control agent,R Niu; J Li; S Wang; Y Fu; X Hu; X Leng; H Kong,2024,arXiv preprint arXiv …,Following instructions and executing correct function calls is the most fundamental skill  for an LLM agent when learning to use external tools. Table 2 presents the success rate,https://arxiv.org/abs/2402.07945,https://arxiv.org/pdf/2402.07945,116,"/scholar?cites=18099896226332060575&as_sdt=5,33&sciodt=0,33&hl=en",Screenagent: A vision language model-driven computer control agent,,,,skipped
Agentspec: Customizable runtime enforcement for safe and reliable llm agents,H Wang; CM Poskitt; J Sun,2025,arXiv preprint arXiv:2503.18666,"By interacting with users and leveraging external tools, LLM agents facilitate decisionmaking   AgentSpec functions with a code agent, we present a case where the tool safeguards the",https://arxiv.org/abs/2503.18666,https://arxiv.org/pdf/2503.18666,37,"/scholar?cites=1384145952517885115&as_sdt=5,33&sciodt=0,33&hl=en",Agentspec: Customizable runtime enforcement for safe and reliable llm agents,,,,skipped
Agentsims: An open-source sandbox for large language model evaluation,J Lin; H Zhao; A Zhang; Y Wu; H Ping,2023,arXiv preprint arXiv …,"We suggest that taskbased evaluation, where LLM agents complete tasks in a simulated   our framework, to realize this feature, we present a tool-use system, which endows agents",https://arxiv.org/abs/2308.04026,https://arxiv.org/pdf/2308.04026,121,"/scholar?cites=7756935202179927139&as_sdt=5,33&sciodt=0,33&hl=en",Agentsims: An open-source sandbox for large language model evaluation,,,,skipped
Dynamic llm-agent network: An llm-agent collaboration framework with agent team optimization,Z Liu; Y Zhang; P Li; Y Liu; D Yang,2023,arXiv preprint arXiv:2310.02170,"to LLM Debate in terms of accuracy, with 10.6% lower #API  accuracy with only 36.6% API  calls of LLM Debate (4.39 vs.  , DyLAN has 2.76 fewer #API calls on the query from MMLU",https://arxiv.org/abs/2310.02170,https://arxiv.org/pdf/2310.02170,254,"/scholar?cites=14033654343850454790&as_sdt=5,33&sciodt=0,33&hl=en",Dynamic llm-agent network: An llm-agent collaboration framework with agent team optimization,,,,skipped
Exploring autonomous agents through the lens of large language models: A review,S Barua,2024,arXiv preprint arXiv:2404.04442,"with a variety of LLM APIs, offering a consistent API that enables seamless switching be  Pinecone’s LLM Agent exemplifies an agent that can utilize tools like calculators, search, or",https://arxiv.org/abs/2404.04442,https://arxiv.org/pdf/2404.04442,46,"/scholar?cites=17196129070093364385&as_sdt=5,33&sciodt=0,33&hl=en",Exploring autonomous agents through the lens of large language models: A review,,,,skipped
Learning API Functionality from In-Context Demonstrations for Tool-based Agents,B Patel; A Jagmohan; A Vempaty,2025,Findings of the Association for …,"ability of an API-based agent with a frozen LLM with only access to demonstrations of tool  calls to  In this work, the policy π of that API-based agent that completes tasks is a fixed LLM3",https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.994.pdf,https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.994.pdf,1,"/scholar?cites=10602382614139525058&as_sdt=5,33&sciodt=0,33&hl=en",Learning API Functionality from In-Context Demonstrations for Tool-based Agents,,,,skipped
From llm reasoning to autonomous ai agents: A comprehensive review,MA Ferrag; N Tihanyi; M Debbah,2025,arXiv preprint arXiv:2504.19678,"It details how agentic design patterns such as reflection, planning, tool utilization, and  multi-agent collaboration equip these systems to manage complex tasks and support multi-step",https://arxiv.org/abs/2504.19678,https://arxiv.org/pdf/2504.19678?,166,"/scholar?cites=18364990593051905415&as_sdt=5,33&sciodt=0,33&hl=en",From llm reasoning to autonomous ai agents: A comprehensive review,,,,skipped
Api agents vs. gui agents: Divergence and convergence,C Zhang; S He; L Li; S Qin; Y Kang; Q Lin,2025,arXiv preprint arXiv …,"This paper presents the first comprehensive comparative study of API-based and GUI-based  LLM agents, systematically analyzing their divergence and potential convergence. We",https://arxiv.org/abs/2503.11069,https://arxiv.org/pdf/2503.11069,26,"/scholar?cites=13310716416251119674&as_sdt=5,33&sciodt=0,33&hl=en",Api agents vs. gui agents: Divergence and convergence,,,,skipped
Soen-101: Code generation by emulating software process models using large language model agents,F Lin; DJ Kim; TH Chen,2025,2025 IEEE/ACM 47th International …,"Large Language Model (LLM) agents to mimic domain experts in specific fields [41, 14, 31],  this study leverages LLM agents  Some approaches incorporate external tools as agents. For",https://ieeexplore.ieee.org/abstract/document/11029771/,https://arxiv.org/pdf/2403.15852,41,"/scholar?cites=11662782833888059956&as_sdt=5,33&sciodt=0,33&hl=en",Soen-101: Code generation by emulating software process models using large language model agents,,,,skipped
"A review of prominent paradigms for llm-based agents: Tool use (including rag), planning, and feedback learning",X Li,2024,arXiv preprint arXiv:2406.05804,"Additionally, we also investigate the workflows for tool use. Such exploration is based on  three universal LLM-profile roles. 3) Highlighting essential perspectives on LMPRs, workflows,",https://arxiv.org/abs/2406.05804,https://arxiv.org/pdf/2406.05804,16,"/scholar?cites=17739465334632350897&as_sdt=5,33&sciodt=0,33&hl=en","A review of prominent paradigms for llm-based agents: Tool use (including rag), planning, and feedback learning",,,,skipped
Defining and Detecting the Defects of Large Language Model-based Autonomous Agents,K Ning; J Chen; J Zhang; W Li; Z Wang,2026,IEEE Transactions …,"of the LLM to properly invoke external tools, causing the Agent to malfunction. As  LLM  Agent defects. This classification includes eight types of defects, covering external tools [21], LLM",https://ieeexplore.ieee.org/abstract/document/11366249/,https://arxiv.org/pdf/2412.18371,11,"/scholar?cites=17031489150793230914&as_sdt=5,33&sciodt=0,33&hl=en",Defining and Detecting the Defects of Large Language Model-based Autonomous Agents,,,,skipped
"From llms to llm-based agents for software engineering: A survey of current, challenges and future",H Jin; L Huang; H Cai; J Yan; B Li; H Chen,2024,arXiv preprint arXiv …,"The remainder of this paper is organized as follows Section 2 Introduces the architectures  and background of LLMs and LLM-based agents, including an overview of RAG, tool utilization",https://arxiv.org/abs/2408.02479,https://arxiv.org/pdf/2408.02479,237,"/scholar?cites=18228541973918888018&as_sdt=5,33&sciodt=0,33&hl=en","From llms to llm-based agents for software engineering: A survey of current, challenges and future",,,,skipped
Openagents: An open platform for language agents in the wild,T Xie; F Zhou; Z Cheng; P Shi; L Weng; Y Liu,2023,arXiv preprint arXiv …,"While tool creation poses unique challenges, especially for agent use within the LLM  infrastructure, we’ve sourced API provider information from platforms like RapidAPI and OpenAI",https://arxiv.org/abs/2310.10634,https://arxiv.org/pdf/2310.10634,151,"/scholar?cites=10710679533656627995&as_sdt=5,33&sciodt=0,33&hl=en",Openagents: An open platform for language agents in the wild,,,,skipped
Exploring llm-based agents for root cause analysis,D Roy; X Zhang; R Bhave; C Bansal,2024,… proceedings of the …,"We restrict the retrieval tool to retrieve = 3 documents per query, to give the agent the  opportunity to create a diverse set of queries while still maintaining an overall budget of 10",https://dl.acm.org/doi/abs/10.1145/3663529.3663841,https://dl.acm.org/doi/pdf/10.1145/3663529.3663841,154,"/scholar?cites=7178390349419858184&as_sdt=5,33&sciodt=0,33&hl=en",Exploring llm-based agents for root cause analysis,,,,skipped
Trae agent: An llm-based agent for software engineering with test-time scaling,P Gao; Z Tian; X Meng; X Wang; R Hu; Y Xiao,2025,arXiv preprint arXiv …,"As illustrated in Figure 2, this component utilizes a coder agent to generate  LLM-based  coder agent tailored to address complex GitHub issues. We provide with Trae Agent the rich tool",https://arxiv.org/abs/2507.23370,https://arxiv.org/pdf/2507.23370?,48,"/scholar?cites=6684278112114366912&as_sdt=5,33&sciodt=0,33&hl=en",Trae agent: An llm-based agent for software engineering with test-time scaling,,,,skipped
ToolRosetta: Bridging Open-Source Repositories and Large Language Model Agents through Automated Tool Standardization,S Di; X Yuan; H Guo; C Ouyang; Z Chen; L Yue,2026,arXiv preprint arXiv …,"approaches rely heavily on manual tool curation and standardization, which  agents  consistently improve task completion performance compared to commercial LLMs and existing agent",https://arxiv.org/abs/2603.09290,https://arxiv.org/pdf/2603.09290,0,,ToolRosetta: Bridging Open-Source Repositories and Large Language Model Agents through Automated Tool Standardization,,,,skipped
Stride: A tool-assisted llm agent framework for strategic and interactive decision-making,C Li; R Yang; T Li; M Bafarassat; K Sharifi,2024,arXiv preprint arXiv …,"However, their application in strategic multi-agent decision- paper presents a novel LLM  agent framework equipped with  bargaining and multi-agent and dynamic mechanism design.",https://arxiv.org/abs/2405.16376,https://arxiv.org/pdf/2405.16376,36,"/scholar?cites=3308435312596808509&as_sdt=5,33&sciodt=0,33&hl=en",Stride: A tool-assisted llm agent framework for strategic and interactive decision-making,"Large Language Models (LLMs) like GPT-4 have revolutionized natural language processing, showing remarkable linguistic proficiency and reasoning capabilities. However, their application in strategic multi-agent decision-making environments is hampered by significant limitations including poor mathematical reasoning, difficulty in following instructions, and a tendency to generate incorrect information. These deficiencies hinder their performance in strategic and interactive tasks that demand adherence to nuanced game rules, long-term planning, exploration in unknown environments, and anticipation of opponents' moves. To overcome these obstacles, this paper presents a novel LLM agent framework equipped with memory and specialized tools to enhance their strategic decision-making capabilities. We deploy the tools in a number of economically important environments, in particular bilateral bargaining and multi-agent and dynamic mechanism design. We employ quantitative metrics to assess the framework's performance in various strategic decision-making problems. Our findings establish that our enhanced framework significantly improves the strategic decision-making capability of LLMs. While we highlight the inherent limitations of current LLM models, we demonstrate the improvements through targeted enhancements, suggesting a promising direction for future developments in LLM applications for interactive environments.",10.48550/arXiv.2405.16376,SemanticScholar,found
MCPAgentBench: A Real-world Task Benchmark for Evaluating LLM Agent MCP Tool Use,W Liu; Z Liu; E Dai; W Yu; L Yu; T Yang; J Han,2025,arXiv preprint arXiv …,"definitions designed to evaluate the tool-use capabilities of agents. We construct a dataset   presents agents with candidate tool lists containing distractors, thereby testing their tool selec",https://arxiv.org/abs/2512.24565,https://arxiv.org/pdf/2512.24565,1,"/scholar?cites=18114777705807796151&as_sdt=5,33&sciodt=0,33&hl=en",MCPAgentBench: A Real-world Task Benchmark for Evaluating LLM Agent MCP Tool Use,,,,skipped
Play2prompt: Zero-shot tool instruction optimization for llm agents via tool play,W Fang; Y Zhang; K Qian; J Glass,2025,Findings of the …,tool-use examples and refine the tool documentation to enhance the task LLM’s tool-use   We will show that (Section 3.2) the task LLM can still learn to solve queries that require,https://aclanthology.org/2025.findings-acl.1347/,https://aclanthology.org/2025.findings-acl.1347.pdf,6,"/scholar?cites=13563450415083513611&as_sdt=5,33&sciodt=0,33&hl=en",Play2prompt: Zero-shot tool instruction optimization for llm agents via tool play,,,,skipped
"Anytool: Self-reflective, hierarchical agents for large-scale api calls",Y Du; F Wei; H Zhang,2024,arXiv preprint arXiv:2402.04253,"We introduce AnyTool, a large language model agent designed to revolutionize the utilization  of a vast array of tools in addressing user queries. We utilize over 16,000 APIs from Rapid",https://arxiv.org/abs/2402.04253,https://arxiv.org/pdf/2402.04253,89,"/scholar?cites=17225862436584240640&as_sdt=5,33&sciodt=0,33&hl=en","Anytool: Self-reflective, hierarchical agents for large-scale api calls",,,,skipped
Agent laboratory: Using llm agents as research assistants,S Schmidgall; Y Su; Z Wang; X Sun; J Wu,2025,Findings of the …,We evaluate performance across two measures: (1) the quality of Agent Laboratory as a tool  for assisting their research and (2) the quality of generated papers. We first ask researchers,https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.320.pdf,https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.320.pdf,272,"/scholar?cites=4767352146123632588&as_sdt=5,33&sciodt=0,33&hl=en",Agent laboratory: Using llm agents as research assistants,,,,skipped
A framework for testing and adapting rest apis as llm tools,J Bandlamudi; R Chaudhuri; N Gantayat,2025,arXiv preprint arXiv …,"• We develop an LLM-based approach to transform test cases into natural language  utterances, and evaluate whether agents can map them to valid tool calls and interpret tool",https://arxiv.org/abs/2504.15546,https://arxiv.org/pdf/2504.15546,6,"/scholar?cites=4532253246309489951&as_sdt=5,33&sciodt=0,33&hl=en",A framework for testing and adapting rest apis as llm tools,,,,skipped
A dynamic LLM-powered agent network for task-oriented agent collaboration,Z Liu; Y Zhang; P Li; Y Liu; D Yang,2024,First Conference on Language …,"to LLM Debate in terms of accuracy, with 10.6% lower #API  performance with only 36.6%  API calls of LLM Debate (L5 vs.  MATH, DyLAN has 2.76 fewer API calls on the query from the",https://openreview.net/forum?noteId=s5GcMkBpGb,https://openreview.net/pdf?id=XII0Wp1XA9,156,"/scholar?cites=3026400046568557452&as_sdt=5,33&sciodt=0,33&hl=en",A dynamic LLM-powered agent network for task-oriented agent collaboration,,,,skipped
Codepori: Large-scale system for autonomous software development using multi-agent technology,Z Rasheed; MA Sami; KK Kemell; M Waseem,2024,arXiv preprint arXiv …,"Below, we provide details on how the LLM-based multi-agents  As we can see, Algorithm  01 uses six LLM-based agents to  to six agents and makes API calls based on each agent’s",https://arxiv.org/abs/2402.01411,https://arxiv.org/pdf/2402.01411,28,"/scholar?cites=4107911544128251456&as_sdt=5,33&sciodt=0,33&hl=en",Codepori: Large-scale system for autonomous software development using multi-agent technology,"Context: Large Language Models (LLMs) and Generative Pre-trained Transformers (GPTs) have transformed the field of Software Engineering (SE). Existing LLM-based multi-agent models have successfully addressed basic dialogue tasks. However, the potential of LLMs for more challenging tasks, such as automated code generation for large and complex projects, has been investigated in only a few existing works. Objective: This paper aims to investigate the potential of LLM-based agents in the software industry, particularly in enhancing productivity and reducing time-to-market for complex software solutions. Our primary objective is to gain insights into how these agents can fundamentally transform the development of large-scale software. Methods: We introduce CodePori, a novel system designed to automate code generation for large and complex software projects based on functional and non-functional requirements defined by stakeholders. To assess the proposed system performance, we utilized the HumanEval benchmark and manually tested the CodePori model, providing 20 different project descriptions as input and then evaluated the code accuracy by manually executing the code. Results: CodePori is able to generate running code for large-scale projects, aligned with the typical software development process. The HumanEval benchmark results indicate that CodePori improves code accuracy by 89%. A manual assessment conducted by the first author shows that the CodePori system achieved an accuracy rate of 85%. Conclusion: Based on the results, our conclusion is that proposed system demonstrates the transformative potential of LLM-based agents in SE, highlighting their practical applications and opening new opportunities for broader adoption in both industry and academia. Our project is publicly available at https://github.com/GPT-Laboratory/CodePori.",,SemanticScholar,found
ToolScope: Enhancing LLM Agent Tool Use through Tool Merging and Context-Aware Filtering,MM Liu; D Garcia; F Parllaku; V Upadhyay,2025,arXiv preprint arXiv …,"We present the main results for LLM agent tool selection in Table 2, with full results provided  in Appendix C. Based on the results, we have the following observations: ToolScope yields",https://arxiv.org/abs/2510.20036,https://arxiv.org/pdf/2510.20036,1,"/scholar?cites=14586472334263194517&as_sdt=5,33&sciodt=0,33&hl=en",ToolScope: Enhancing LLM Agent Tool Use through Tool Merging and Context-Aware Filtering,,,,skipped
Agentsquare: Automatic llm agent search in modular design space,Y Shang; Y Li; K Zhao; L Ma; J Liu; F Xu; Y Li,2024,arXiv preprint arXiv …,"We propose a modular design space that abstracts existing LLM agent designs into four   , Tool Use, and Memory. Building on this design space, we present a novel LLM agent search",https://arxiv.org/abs/2410.06153,https://arxiv.org/pdf/2410.06153?,65,"/scholar?cites=5088059229835817160&as_sdt=5,33&sciodt=0,33&hl=en",Agentsquare: Automatic llm agent search in modular design space,,,,skipped
Large language model-enabled multi-agent manufacturing systems,J Lim; B Vogel-Heuser,2024,2024 IEEE 20th …,to decode user instructions for manufacturing and leverages the OpenAI Application  Programming Interface (API) feature called function calling [30]. This feature allows for the automatic,https://ieeexplore.ieee.org/abstract/document/10711432/,https://arxiv.org/pdf/2406.01893?,46,"/scholar?cites=7461317263368882905&as_sdt=5,33&sciodt=0,33&hl=en",Large language model-enabled multi-agent manufacturing systems,,,,skipped
From language to action: a review of large language models as autonomous agents and tool users,SS Chowa; R Alvi; SS Rahman; MA Rahman,2026,Artificial Intelligence …,LLMs are now widely utilized as decision-making agents for  LLMs as autonomous agents  and tool users and comprises  A structured analysis of the LLM agents’ architectural design,https://link.springer.com/article/10.1007/s10462-025-11471-9,https://link.springer.com/article/10.1007/s10462-025-11471-9,15,"/scholar?cites=16419340883761481436&as_sdt=5,33&sciodt=0,33&hl=en",From language to action: a review of large language models as autonomous agents and tool users,,,,skipped
StackPilot: Autonomous Function Agents for Scalable and Environment-Free Code Execution,X Zhao; Y Zhang; Z Zhou; Y Xu,2025,arXiv preprint arXiv:2508.11665,"To overcome these limitations, we introduce StackPilot, an LLM-native, multi-agent  framework designed for language-agnostic code verification and execution, which operates",https://arxiv.org/abs/2508.11665,https://arxiv.org/pdf/2508.11665,2,"/scholar?cites=14216683557694793895&as_sdt=5,33&sciodt=0,33&hl=en",StackPilot: Autonomous Function Agents for Scalable and Environment-Free Code Execution,,,,skipped
More Vulnerable than You Think: On the Stability of Tool-Integrated LLM Agents,W Xiong; K Wang; Y Song; H Liu; S Zhou,2025,arXiv preprint arXiv …,"multiple LLM agents from three perspectives—Tool Documentation Incompleteness, Tool  Usage Hallucination, and Tool Response Attacks—we find that current LLM agents are highly",https://arxiv.org/abs/2506.21967,https://arxiv.org/pdf/2506.21967,1,"/scholar?cites=6945187677793286386&as_sdt=5,33&sciodt=0,33&hl=en",More Vulnerable than You Think: On the Stability of Tool-Integrated LLM Agents,"Current evaluations of tool-integrated LLM agents typically focus on end-to-end tool-usage evaluation while neglecting their stability. This limits their real-world applicability, as various internal or external factors can cause agents to crash or behave abnormally. Our research addresses this by investigating whether agents are vulnerable to errors throughout the entire tool invocation process, including reading tool documentation, selecting tools and generating parameters, and processing the tool's response. Through extensive experiments, we observe that agents are highly susceptible to errors at each stage and agents based on open-source models are more vulnerable than those based on proprietary models. We also find that increasing the model size does not significantly improve tool invocation reasoning and may make agents more vulnerable to attacks resembling normal user instructions. This highlights the importance of evaluating agent stability and offers valuable insights for future LLM development and evaluation.",10.48550/arXiv.2506.21967,SemanticScholar,found
Evaluating llm-based agents for multi-turn conversations: A survey,S Guan; J Wang; J Bian; B Zhu; JG Lou,2026,ACM Transactions on …,"An LLM-based multi-turn conversational agent is a chatbot integrate LLM as core with  additional three core capabilities—dynamic tool use, persistent memory, and sequential planning",https://dl.acm.org/doi/abs/10.1145/3793671,https://dl.acm.org/doi/pdf/10.1145/3793671,32,"/scholar?cites=8185088439609622524&as_sdt=5,33&sciodt=0,33&hl=en",Evaluating llm-based agents for multi-turn conversations: A survey,"This survey examines evaluation methods for large language model (LLM)-based agents in multi-turn conversational settings. Using a PRISMA-inspired framework, we systematically reviewed nearly 250 scholarly sources, capturing the state of the art from various venues of publication, and establishing a solid foundation for our analysis. Our study offers a structured approach by developing two interrelated taxonomy systems: one that defines what to evaluate and another that explains how to evaluate . The first taxonomy identifies key components of LLM-based agents for multi-turn conversations and their evaluation dimensions, including task completion, response quality, user experience, memory and context retention, as well as planning and tool integration. These components ensure that the performance of conversational agents is assessed in a holistic and meaningful manner. The second taxonomy system focuses on the evaluation methodologies. It categorizes approaches into annotation-based evaluations, automated metrics, hybrid strategies that combine human assessments with quantitative measures, and self-judging methods utilizing LLMs. This framework not only captures traditional metrics derived from language understanding, such as BLEU and ROUGE scores, but also incorporates advanced techniques that reflect the dynamic, interactive nature of multi-turn dialogues. Together, these frameworks summarize the current status quo, expose limitations in traditional practices, and provide a structured blueprint for improvement. Based on the summarization of existing studies, we identify several challenges and propose future directions, including the development of scalable, real-time evaluation pipelines, enhanced privacy-preserving mechanisms, and robust metrics that capture dynamic multi-turn interactions. Our contributions bridge historical insights with modern practices, paving the way for next-generation, reliably evaluated conversational AI systems and offering a comprehensive guide for researchers and practitioners.",10.1145/3793671,Crossref,found
Agent security bench (asb): Formalizing and benchmarking attacks and defenses in llm-based agents,H Zhang; J Huang; K Mei; Y Yao; Z Wang,2024,arXiv preprint arXiv …,"We defined four attacks targeting different steps of an LLM agent: DPI in user prompting, IPI  in tool use, and memory poisoning in memory retrieval. These can combine as mixed attacks",https://arxiv.org/abs/2410.02644,https://arxiv.org/pdf/2410.02644,153,"/scholar?cites=15388441744754577176&as_sdt=5,33&sciodt=0,33&hl=en",Agent security bench (asb): Formalizing and benchmarking attacks and defenses in llm-based agents,,,,skipped
"Meta-Agent-Workflow: Streamlining Tool Usage in LLMs through Workflow Construction, Retrieval, and Refinement",X Tan; B Li; X Qiu; C Qu; W Chu; Y Xu,2025,Companion Proceedings of …,"an LLM-based agent to perform task planning to identify viable tool usage trajectories.  Using these planned trajectories, we employ SGLang [28] to populate various tool templates,",https://dl.acm.org/doi/abs/10.1145/3701716.3715247,https://dl.acm.org/doi/pdf/10.1145/3701716.3715247,14,"/scholar?cites=14991665011437652757&as_sdt=5,33&sciodt=0,33&hl=en","Meta-Agent-Workflow: Streamlining Tool Usage in LLMs through Workflow Construction, Retrieval, and Refinement",,,,skipped
SAGE: Tool-Augmented LLM Task Solving Strategies in Scalable Multi-Agent Environments,RK Strehlow; T Küster; OF Kupke; BL Kurps,2026,arXiv preprint arXiv …,"agents are referred to as ‘actions’, but we will use the common term ‘tool’ once they have been  transferred to the LLM  specifically prompted ‘modules’ (ie, LLM agents) working together.",https://arxiv.org/abs/2601.09750,https://arxiv.org/pdf/2601.09750,0,,SAGE: Tool-Augmented LLM Task Solving Strategies in Scalable Multi-Agent Environments,,,,skipped
Theagentcompany: benchmarking llm agents on consequential real world tasks,FF Xu; Y Song; B Li; Y Tang; K Jain; M Bao,2024,arXiv preprint arXiv …,To measure the progress of these LLM agents’ performance  benchmark for evaluating  AI agents that interact with the world  We test baseline agents powered by both closed API-based,https://arxiv.org/abs/2412.14161,https://arxiv.org/pdf/2412.14161,117,"/scholar?cites=15914899902923444727&as_sdt=5,33&sciodt=0,33&hl=en",Theagentcompany: benchmarking llm agents on consequential real world tasks,,,,skipped
ShapefileGPT: A multi-agent large language model framework for automated shapefile processing,Q Lin; R Hu; H Li; S Wu; Y Li; K Fang,2025,… Journal of Digital …,"We organized a custom spatial analysis library with API documentation, enabling the worker  agent to efficiently process Shapefiles through function calls and validate the framework’s",https://www.tandfonline.com/doi/abs/10.1080/17538947.2025.2577884,https://www.tandfonline.com/doi/full/10.1080/17538947.2025.2577884,25,"/scholar?cites=6407045546768549471&as_sdt=5,33&sciodt=0,33&hl=en",ShapefileGPT: A multi-agent large language model framework for automated shapefile processing,,,,skipped
A Flexible Multi-Agent LLM-Human Framework for Fast Human Validated Tool Building,D Xavier; P Bellot; E Bruno; V Martin,2025,arXiv preprint arXiv …,"DESIGN OF THE HUMAN LLM-DRIVEN TOOL BUILDING FRAMEWORK The architecture   humans and LLM agents within a problemsolving environment, where four agents (Coach,",https://arxiv.org/abs/2512.01434,https://arxiv.org/pdf/2512.01434,0,,A Flexible Multi-Agent LLM-Human Framework for Fast Human Validated Tool Building,,,,skipped
Prompt injection attack to tool selection in llm agents,J Shi; Z Yuan; G Tie; P Zhou; NZ Gong,2025,arXiv preprint arXiv …,"instructions into external tools, leading LLM agents to  tool documents to manipulate the  LLM agent’s tool selection [13]. This manipulation poses serious security risks, as the LLM agent",https://arxiv.org/abs/2504.19793,https://arxiv.org/pdf/2504.19793,20,"/scholar?cites=13023318345052779754&as_sdt=5,33&sciodt=0,33&hl=en",Prompt injection attack to tool selection in llm agents,,,,skipped
Api-bank: A comprehensive benchmark for tool-augmented llms,M Li; Y Zhao; B Yu; F Song; H Li; H Yu,2023,Proceedings of the …,"In the input given to the LLM, we provide the instructions of the API Search at the beginning,   agent data generation method to rapidly and costeffectively construct tool-augmented LLM",https://aclanthology.org/2023.emnlp-main.187/,https://aclanthology.org/2023.emnlp-main.187.pdf,435,"/scholar?cites=14150853254931006409&as_sdt=5,33&sciodt=0,33&hl=en",Api-bank: A comprehensive benchmark for tool-augmented llms,,,,skipped
Tooltweak: An attack on tool selection in llm-based agents,J Sneh; R Yan; J Yu; P Torr; Y Gal; S Sengupta,2025,arXiv preprint arXiv …,"To ensure compatibility across LLM APIs, we standardized all tool definitions into the  OpenAI JSON-schema format (OpenAI). Tool names were truncated to ≤ 64 characters and",https://arxiv.org/abs/2510.02554,https://arxiv.org/pdf/2510.02554,3,"/scholar?cites=4454822330713455850&as_sdt=5,33&sciodt=0,33&hl=en",Tooltweak: An attack on tool selection in llm-based agents,,,,skipped
Tool-RoCo: An Agent-as-Tool Self-organization Large Language Model Benchmark in Multi-robot Cooperation,K Zhang; X Zhao; C Zheng; J Ning; D Zhu,2025,arXiv preprint arXiv …,"characters, Tool-RoCo introduces a novel viewpoint by treating agents as tools. As shown  in Fig.1, each LLM agent in Tool-RoCo selects and executes a tool from a candidate tool set",https://arxiv.org/abs/2511.21510,https://arxiv.org/pdf/2511.21510,0,,Tool-RoCo: An Agent-as-Tool Self-organization Large Language Model Benchmark in Multi-robot Cooperation,,,,skipped
AutoHMA-LLM: Efficient task coordination and execution in heterogeneous multi-agent systems using hybrid large language models,T Yang; P Feng; Q Guo; J Zhang,2025,IEEE Transactions …,"and Generative Agents to  -LLM demonstrated a 5.7% improvement in task completion  accuracy, a 46% reduction in communication steps, and a 31% decrease in token usage and API",https://ieeexplore.ieee.org/abstract/document/10839354/,,39,"/scholar?cites=4856304675853011661&as_sdt=5,33&sciodt=0,33&hl=en",AutoHMA-LLM: Efficient task coordination and execution in heterogeneous multi-agent systems using hybrid large language models,,,,skipped
Cleanagent: Automating data standardization with llm-based agents,D Qi; Z Miao; J Wang,2024,arXiv preprint arXiv:2403.08291,"More specifically, we design the API to be in the following form:  the basic structure of  LLM-based agents. Then, we describe the CleanAgent workflow constructed by four agents. The",https://arxiv.org/abs/2403.08291,https://arxiv.org/pdf/2403.08291,37,"/scholar?cites=7377674851712484917&as_sdt=5,33&sciodt=0,33&hl=en",Cleanagent: Automating data standardization with llm-based agents,,,,skipped
